"Plot Title: qixiangyuan"
"#","Date Time, GMT+08:00","Temp, °F","rain, mm","Cum. Sum: rain, mm","Coupler Detached","Coupler Attached","Host Connected","End Of File"
55,09/03/16 下午12时21分00秒,,,0.0,,,,
56,09/03/16 下午12时22分00秒,,,0.0,,,,
57,09/03/16 下午12时23分00秒,,,0.0,,,,
58,09/03/16 下午12时24分00秒,,,0.0,,,,
59,09/03/16 下午12时25分00秒,,,0.0,,,,
60,09/03/16 下午12时26分00秒,,,0.0,,,,
61,09/03/16 下午12时27分00秒,,,0.0,,,,
62,09/03/16 下午12时28分00秒,,,0.0,,,,
63,09/03/16 下午12时29分00秒,,,0.0,,,,
64,09/03/16 下午12时30分00秒,,,0.0,,,,
65,09/03/16 下午12时30分14秒,59.508,,,,,,
66,09/03/16 下午12时31分00秒,,,0.0,,,,
67,09/03/16 下午12时32分00秒,,,0.0,,,,
68,09/03/16 下午12时33分00秒,,,0.0,,,,
69,09/03/16 下午12时34分00秒,,,0.0,,,,
70,09/03/16 下午12时35分00秒,,,0.0,,,,
71,09/03/16 下午12时36分00秒,,,0.0,,,,
72,09/03/16 下午12时37分00秒,,,0.0,,,,
73,09/03/16 下午12时38分00秒,,,0.0,,,,
74,09/03/16 下午12时39分00秒,,,0.0,,,,
75,09/03/16 下午12时40分00秒,,,0.0,,,,
76,09/03/16 下午12时41分00秒,,,0.0,,,,
77,09/03/16 下午12时42分00秒,,,0.0,,,,
78,09/03/16 下午12时43分00秒,,,0.0,,,,
79,09/03/16 下午12时44分00秒,,,0.0,,,,
80,09/03/16 下午12时45分00秒,,,0.0,,,,
81,09/03/16 下午12时46分00秒,,,0.0,,,,
82,09/03/16 下午12时47分00秒,,,0.0,,,,
83,09/03/16 下午12时48分00秒,,,0.0,,,,
84,09/03/16 下午12时49分00秒,,,0.0,,,,
85,09/03/16 下午12时50分00秒,,,0.0,,,,
86,09/03/16 下午12时51分00秒,,,0.0,,,,
87,09/03/16 下午12时52分00秒,,,0.0,,,,
88,09/03/16 下午12时53分00秒,,,0.0,,,,
89,09/03/16 下午12时54分00秒,,,0.0,,,,
90,09/03/16 下午12时55分00秒,,,0.0,,,,
91,09/03/16 下午12时56分00秒,,,0.0,,,,
92,09/03/16 下午12时57分00秒,,,0.0,,,,
93,09/03/16 下午12时58分00秒,,,0.0,,,,
94,09/03/16 下午12时59分00秒,,,0.0,,,,
95,09/03/16 下午01时00分00秒,,,0.0,,,,
96,09/03/16 下午01时00分14秒,60.712,,,,,,
97,09/03/16 下午01时01分00秒,,,0.0,,,,
98,09/03/16 下午01时02分00秒,,,0.0,,,,
99,09/03/16 下午01时03分00秒,,,0.0,,,,
100,09/03/16 下午01时04分00秒,,,0.0,,,,
101,09/03/16 下午01时05分00秒,,,0.0,,,,
102,09/03/16 下午01时06分00秒,,,0.0,,,,
103,09/03/16 下午01时07分00秒,,,0.0,,,,
104,09/03/16 下午01时08分00秒,,,0.0,,,,
105,09/03/16 下午01时09分00秒,,,0.0,,,,
106,09/03/16 下午01时10分00秒,,,0.0,,,,
107,09/03/16 下午01时11分00秒,,,0.0,,,,
108,09/03/16 下午01时12分00秒,,,0.0,,,,
109,09/03/16 下午01时13分00秒,,,0.0,,,,
110,09/03/16 下午01时14分00秒,,,0.0,,,,
111,09/03/16 下午01时15分00秒,,,0.0,,,,
112,09/03/16 下午01时16分00秒,,,0.0,,,,
113,09/03/16 下午01时17分00秒,,,0.0,,,,
114,09/03/16 下午01时18分00秒,,,0.0,,,,
115,09/03/16 下午01时19分00秒,,,0.0,,,,
116,09/03/16 下午01时20分00秒,,,0.0,,,,
117,09/03/16 下午01时21分00秒,,,0.0,,,,
118,09/03/16 下午01时22分00秒,,,0.0,,,,
119,09/03/16 下午01时23分00秒,,,0.0,,,,
120,09/03/16 下午01时24分00秒,,,0.0,,,,
121,09/03/16 下午01时25分00秒,,,0.0,,,,
122,09/03/16 下午01时26分00秒,,,0.0,,,,
123,09/03/16 下午01时27分00秒,,,0.0,,,,
124,09/03/16 下午01时28分00秒,,,0.0,,,,
125,09/03/16 下午01时29分00秒,,,0.0,,,,
126,09/03/16 下午01时30分00秒,,,0.0,,,,
127,09/03/16 下午01时30分14秒,61.569,,,,,,
128,09/03/16 下午01时31分00秒,,,0.0,,,,
129,09/03/16 下午01时32分00秒,,,0.0,,,,
130,09/03/16 下午01时33分00秒,,,0.0,,,,
131,09/03/16 下午01时34分00秒,,,0.0,,,,
132,09/03/16 下午01时35分00秒,,,0.0,,,,
133,09/03/16 下午01时36分00秒,,,0.0,,,,
134,09/03/16 下午01时37分00秒,,,0.0,,,,
135,09/03/16 下午01时38分00秒,,,0.0,,,,
136,09/03/16 下午01时39分00秒,,,0.0,,,,
137,09/03/16 下午01时40分00秒,,,0.0,,,,
138,09/03/16 下午01时41分00秒,,,0.0,,,,
139,09/03/16 下午01时42分00秒,,,0.0,,,,
140,09/03/16 下午01时43分00秒,,,0.0,,,,
141,09/03/16 下午01时44分00秒,,,0.0,,,,
142,09/03/16 下午01时45分00秒,,,0.0,,,,
143,09/03/16 下午01时46分00秒,,,0.0,,,,
144,09/03/16 下午01时47分00秒,,,0.0,,,,
145,09/03/16 下午01时48分00秒,,,0.0,,,,
146,09/03/16 下午01时49分00秒,,,0.0,,,,
147,09/03/16 下午01时50分00秒,,,0.0,,,,
148,09/03/16 下午01时51分00秒,,,0.0,,,,
149,09/03/16 下午01时52分00秒,,,0.0,,,,
150,09/03/16 下午01时53分00秒,,,0.0,,,,
151,09/03/16 下午01时54分00秒,,,0.0,,,,
152,09/03/16 下午01时55分00秒,,,0.0,,,,
153,09/03/16 下午01时56分00秒,,,0.0,,,,
154,09/03/16 下午01时57分00秒,,,0.0,,,,
155,09/03/16 下午01时58分00秒,,,0.0,,,,
156,09/03/16 下午01时59分00秒,,,0.0,,,,
157,09/03/16 下午02时00分00秒,,,0.0,,,,
158,09/03/16 下午02时00分14秒,63.455,,,,,,
159,09/03/16 下午02时01分00秒,,,0.0,,,,
160,09/03/16 下午02时02分00秒,,,0.0,,,,
161,09/03/16 下午02时03分00秒,,,0.0,,,,
162,09/03/16 下午02时04分00秒,,,0.0,,,,
163,09/03/16 下午02时05分00秒,,,0.0,,,,
164,09/03/16 下午02时06分00秒,,,0.0,,,,
165,09/03/16 下午02时07分00秒,,,0.0,,,,
166,09/03/16 下午02时08分00秒,,,0.0,,,,
167,09/03/16 下午02时09分00秒,,,0.0,,,,
168,09/03/16 下午02时10分00秒,,,0.0,,,,
169,09/03/16 下午02时11分00秒,,,0.0,,,,
170,09/03/16 下午02时12分00秒,,,0.0,,,,
171,09/03/16 下午02时13分00秒,,,0.0,,,,
172,09/03/16 下午02时14分00秒,,,0.0,,,,
173,09/03/16 下午02时15分00秒,,,0.0,,,,
174,09/03/16 下午02时16分00秒,,,0.0,,,,
175,09/03/16 下午02时17分00秒,,,0.0,,,,
176,09/03/16 下午02时18分00秒,,,0.0,,,,
177,09/03/16 下午02时19分00秒,,,0.0,,,,
178,09/03/16 下午02时20分00秒,,,0.0,,,,
179,09/03/16 下午02时21分00秒,,,0.0,,,,
180,09/03/16 下午02时22分00秒,,,0.0,,,,
181,09/03/16 下午02时23分00秒,,,0.0,,,,
182,09/03/16 下午02时24分00秒,,,0.0,,,,
183,09/03/16 下午02时25分00秒,,,0.0,,,,
184,09/03/16 下午02时26分00秒,,,0.0,,,,
185,09/03/16 下午02时27分00秒,,,0.0,,,,
186,09/03/16 下午02时28分00秒,,,0.0,,,,
187,09/03/16 下午02时29分00秒,,,0.0,,,,
188,09/03/16 下午02时30分00秒,,,0.0,,,,
189,09/03/16 下午02时30分14秒,63.455,,,,,,
190,09/03/16 下午02时31分00秒,,,0.0,,,,
191,09/03/16 下午02时32分00秒,,,0.0,,,,
192,09/03/16 下午02时33分00秒,,,0.0,,,,
193,09/03/16 下午02时34分00秒,,,0.0,,,,
194,09/03/16 下午02时35分00秒,,,0.0,,,,
195,09/03/16 下午02时36分00秒,,,0.0,,,,
196,09/03/16 下午02时37分00秒,,,0.0,,,,
197,09/03/16 下午02时38分00秒,,,0.0,,,,
198,09/03/16 下午02时39分00秒,,,0.0,,,,
199,09/03/16 下午02时40分00秒,,,0.0,,,,
200,09/03/16 下午02时41分00秒,,,0.0,,,,
201,09/03/16 下午02时42分00秒,,,0.0,,,,
202,09/03/16 下午02时43分00秒,,,0.0,,,,
203,09/03/16 下午02时44分00秒,,,0.0,,,,
204,09/03/16 下午02时45分00秒,,,0.0,,,,
205,09/03/16 下午02时46分00秒,,,0.0,,,,
206,09/03/16 下午02时47分00秒,,,0.0,,,,
207,09/03/16 下午02时48分00秒,,,0.0,,,,
208,09/03/16 下午02时49分00秒,,,0.0,,,,
209,09/03/16 下午02时50分00秒,,,0.0,,,,
210,09/03/16 下午02时51分00秒,,,0.0,,,,
211,09/03/16 下午02时52分00秒,,,0.0,,,,
212,09/03/16 下午02时53分00秒,,,0.0,,,,
213,09/03/16 下午02时54分00秒,,,0.0,,,,
214,09/03/16 下午02时55分00秒,,,0.0,,,,
215,09/03/16 下午02时56分00秒,,,0.0,,,,
216,09/03/16 下午02时57分00秒,,,0.0,,,,
217,09/03/16 下午02时58分00秒,,,0.0,,,,
218,09/03/16 下午02时59分00秒,,,0.0,,,,
219,09/03/16 下午03时00分00秒,,,0.0,,,,
220,09/03/16 下午03时00分14秒,64.139,,,,,,
221,09/03/16 下午03时01分00秒,,,0.0,,,,
222,09/03/16 下午03时02分00秒,,,0.0,,,,
223,09/03/16 下午03时03分00秒,,,0.0,,,,
224,09/03/16 下午03时04分00秒,,,0.0,,,,
225,09/03/16 下午03时05分00秒,,,0.0,,,,
226,09/03/16 下午03时06分00秒,,,0.0,,,,
227,09/03/16 下午03时07分00秒,,,0.0,,,,
228,09/03/16 下午03时08分00秒,,,0.0,,,,
229,09/03/16 下午03时09分00秒,,,0.0,,,,
230,09/03/16 下午03时10分00秒,,,0.0,,,,
231,09/03/16 下午03时11分00秒,,,0.0,,,,
232,09/03/16 下午03时12分00秒,,,0.0,,,,
233,09/03/16 下午03时13分00秒,,,0.0,,,,
234,09/03/16 下午03时14分00秒,,,0.0,,,,
235,09/03/16 下午03时15分00秒,,,0.0,,,,
236,09/03/16 下午03时16分00秒,,,0.0,,,,
237,09/03/16 下午03时17分00秒,,,0.0,,,,
238,09/03/16 下午03时18分00秒,,,0.0,,,,
239,09/03/16 下午03时19分00秒,,,0.0,,,,
240,09/03/16 下午03时20分00秒,,,0.0,,,,
241,09/03/16 下午03时21分00秒,,,0.0,,,,
242,09/03/16 下午03时22分00秒,,,0.0,,,,
243,09/03/16 下午03时23分00秒,,,0.0,,,,
244,09/03/16 下午03时24分00秒,,,0.0,,,,
245,09/03/16 下午03时25分00秒,,,0.0,,,,
246,09/03/16 下午03时26分00秒,,,0.0,,,,
247,09/03/16 下午03时27分00秒,,,0.0,,,,
248,09/03/16 下午03时28分00秒,,,0.0,,,,
249,09/03/16 下午03时29分00秒,,,0.0,,,,
250,09/03/16 下午03时30分00秒,,,0.0,,,,
251,09/03/16 下午03时30分14秒,65.167,,,,,,
252,09/03/16 下午03时31分00秒,,,0.0,,,,
253,09/03/16 下午03时32分00秒,,,0.0,,,,
254,09/03/16 下午03时33分00秒,,,0.0,,,,
255,09/03/16 下午03时34分00秒,,,0.0,,,,
256,09/03/16 下午03时35分00秒,,,0.0,,,,
257,09/03/16 下午03时36分00秒,,,0.0,,,,
258,09/03/16 下午03时37分00秒,,,0.0,,,,
259,09/03/16 下午03时38分00秒,,,0.0,,,,
260,09/03/16 下午03时39分00秒,,,0.0,,,,
261,09/03/16 下午03时40分00秒,,,0.0,,,,
262,09/03/16 下午03时41分00秒,,,0.0,,,,
263,09/03/16 下午03时42分00秒,,,0.0,,,,
264,09/03/16 下午03时43分00秒,,,0.0,,,,
265,09/03/16 下午03时44分00秒,,,0.0,,,,
266,09/03/16 下午03时45分00秒,,,0.0,,,,
267,09/03/16 下午03时46分00秒,,,0.0,,,,
268,09/03/16 下午03时47分00秒,,,0.0,,,,
269,09/03/16 下午03时48分00秒,,,0.0,,,,
270,09/03/16 下午03时49分00秒,,,0.0,,,,
271,09/03/16 下午03时50分00秒,,,0.0,,,,
272,09/03/16 下午03时51分00秒,,,0.0,,,,
273,09/03/16 下午03时52分00秒,,,0.0,,,,
274,09/03/16 下午03时53分00秒,,,0.0,,,,
275,09/03/16 下午03时54分00秒,,,0.0,,,,
276,09/03/16 下午03时55分00秒,,,0.0,,,,
277,09/03/16 下午03时56分00秒,,,0.0,,,,
278,09/03/16 下午03时57分00秒,,,0.0,,,,
279,09/03/16 下午03时58分00秒,,,0.0,,,,
280,09/03/16 下午03时59分00秒,,,0.0,,,,
281,09/03/16 下午04时00分00秒,,,0.0,,,,
282,09/03/16 下午04时00分14秒,65.680,,,,,,
283,09/03/16 下午04时01分00秒,,,0.0,,,,
284,09/03/16 下午04时02分00秒,,,0.0,,,,
285,09/03/16 下午04时03分00秒,,,0.0,,,,
286,09/03/16 下午04时04分00秒,,,0.0,,,,
287,09/03/16 下午04时05分00秒,,,0.0,,,,
288,09/03/16 下午04时06分00秒,,,0.0,,,,
289,09/03/16 下午04时07分00秒,,,0.0,,,,
290,09/03/16 下午04时08分00秒,,,0.0,,,,
291,09/03/16 下午04时09分00秒,,,0.0,,,,
292,09/03/16 下午04时10分00秒,,,0.0,,,,
293,09/03/16 下午04时11分00秒,,,0.0,,,,
294,09/03/16 下午04时12分00秒,,,0.0,,,,
295,09/03/16 下午04时13分00秒,,,0.0,,,,
296,09/03/16 下午04时14分00秒,,,0.0,,,,
297,09/03/16 下午04时15分00秒,,,0.0,,,,
298,09/03/16 下午04时16分00秒,,,0.0,,,,
299,09/03/16 下午04时17分00秒,,,0.0,,,,
300,09/03/16 下午04时18分00秒,,,0.0,,,,
301,09/03/16 下午04时19分00秒,,,0.0,,,,
302,09/03/16 下午04时20分00秒,,,0.0,,,,
303,09/03/16 下午04时21分00秒,,,0.0,,,,
304,09/03/16 下午04时22分00秒,,,0.0,,,,
305,09/03/16 下午04时23分00秒,,,0.0,,,,
306,09/03/16 下午04时24分00秒,,,0.0,,,,
307,09/03/16 下午04时25分00秒,,,0.0,,,,
308,09/03/16 下午04时26分00秒,,,0.0,,,,
309,09/03/16 下午04时27分00秒,,,0.0,,,,
310,09/03/16 下午04时28分00秒,,,0.0,,,,
311,09/03/16 下午04时29分00秒,,,0.0,,,,
312,09/03/16 下午04时30分00秒,,,0.0,,,,
313,09/03/16 下午04时30分14秒,64.996,,,,,,
314,09/03/16 下午04时31分00秒,,,0.0,,,,
315,09/03/16 下午04时32分00秒,,,0.0,,,,
316,09/03/16 下午04时33分00秒,,,0.0,,,,
317,09/03/16 下午04时34分00秒,,,0.0,,,,
318,09/03/16 下午04时35分00秒,,,0.0,,,,
319,09/03/16 下午04时36分00秒,,,0.0,,,,
320,09/03/16 下午04时37分00秒,,,0.0,,,,
321,09/03/16 下午04时38分00秒,,,0.0,,,,
322,09/03/16 下午04时39分00秒,,,0.0,,,,
323,09/03/16 下午04时40分00秒,,,0.0,,,,
324,09/03/16 下午04时41分00秒,,,0.0,,,,
325,09/03/16 下午04时42分00秒,,,0.0,,,,
326,09/03/16 下午04时43分00秒,,,0.0,,,,
327,09/03/16 下午04时44分00秒,,,0.0,,,,
328,09/03/16 下午04时45分00秒,,,0.0,,,,
329,09/03/16 下午04时46分00秒,,,0.0,,,,
330,09/03/16 下午04时47分00秒,,,0.0,,,,
331,09/03/16 下午04时48分00秒,,,0.0,,,,
332,09/03/16 下午04时49分00秒,,,0.0,,,,
333,09/03/16 下午04时50分00秒,,,0.0,,,,
334,09/03/16 下午04时51分00秒,,,0.0,,,,
335,09/03/16 下午04时52分00秒,,,0.0,,,,
336,09/03/16 下午04时53分00秒,,,0.0,,,,
337,09/03/16 下午04时54分00秒,,,0.0,,,,
338,09/03/16 下午04时55分00秒,,,0.0,,,,
339,09/03/16 下午04时56分00秒,,,0.0,,,,
340,09/03/16 下午04时57分00秒,,,0.0,,,,
341,09/03/16 下午04时58分00秒,,,0.0,,,,
342,09/03/16 下午04时59分00秒,,,0.0,,,,
343,09/03/16 下午05时00分00秒,,,0.0,,,,
344,09/03/16 下午05时00分14秒,64.652,,,,,,
345,09/03/16 下午05时01分00秒,,,0.0,,,,
346,09/03/16 下午05时02分00秒,,,0.0,,,,
347,09/03/16 下午05时03分00秒,,,0.0,,,,
348,09/03/16 下午05时04分00秒,,,0.0,,,,
349,09/03/16 下午05时05分00秒,,,0.0,,,,
350,09/03/16 下午05时06分00秒,,,0.0,,,,
351,09/03/16 下午05时07分00秒,,,0.0,,,,
352,09/03/16 下午05时08分00秒,,,0.0,,,,
353,09/03/16 下午05时09分00秒,,,0.0,,,,
354,09/03/16 下午05时10分00秒,,,0.0,,,,
355,09/03/16 下午05时11分00秒,,,0.0,,,,
356,09/03/16 下午05时12分00秒,,,0.0,,,,
357,09/03/16 下午05时13分00秒,,,0.0,,,,
358,09/03/16 下午05时14分00秒,,,0.0,,,,
359,09/03/16 下午05时15分00秒,,,0.0,,,,
360,09/03/16 下午05时16分00秒,,,0.0,,,,
361,09/03/16 下午05时17分00秒,,,0.0,,,,
362,09/03/16 下午05时18分00秒,,,0.0,,,,
363,09/03/16 下午05时19分00秒,,,0.0,,,,
364,09/03/16 下午05时20分00秒,,,0.0,,,,
365,09/03/16 下午05时21分00秒,,,0.0,,,,
366,09/03/16 下午05时22分00秒,,,0.0,,,,
367,09/03/16 下午05时23分00秒,,,0.0,,,,
368,09/03/16 下午05时24分00秒,,,0.0,,,,
369,09/03/16 下午05时25分00秒,,,0.0,,,,
370,09/03/16 下午05时26分00秒,,,0.0,,,,
371,09/03/16 下午05时27分00秒,,,0.0,,,,
372,09/03/16 下午05时28分00秒,,,0.0,,,,
373,09/03/16 下午05时29分00秒,,,0.0,,,,
374,09/03/16 下午05时30分00秒,,,0.0,,,,
375,09/03/16 下午05时30分14秒,65.338,,,,,,
376,09/03/16 下午05时31分00秒,,,0.0,,,,
377,09/03/16 下午05时32分00秒,,,0.0,,,,
378,09/03/16 下午05时33分00秒,,,0.0,,,,
379,09/03/16 下午05时34分00秒,,,0.0,,,,
380,09/03/16 下午05时35分00秒,,,0.0,,,,
381,09/03/16 下午05时36分00秒,,,0.0,,,,
382,09/03/16 下午05时37分00秒,,,0.0,,,,
383,09/03/16 下午05时38分00秒,,,0.0,,,,
384,09/03/16 下午05时39分00秒,,,0.0,,,,
385,09/03/16 下午05时40分00秒,,,0.0,,,,
386,09/03/16 下午05时41分00秒,,,0.0,,,,
387,09/03/16 下午05时42分00秒,,,0.0,,,,
388,09/03/16 下午05时43分00秒,,,0.0,,,,
389,09/03/16 下午05时44分00秒,,,0.0,,,,
390,09/03/16 下午05时45分00秒,,,0.0,,,,
391,09/03/16 下午05时46分00秒,,,0.0,,,,
392,09/03/16 下午05时47分00秒,,,0.0,,,,
393,09/03/16 下午05时48分00秒,,,0.0,,,,
394,09/03/16 下午05时49分00秒,,,0.0,,,,
395,09/03/16 下午05时50分00秒,,,0.0,,,,
396,09/03/16 下午05时51分00秒,,,0.0,,,,
397,09/03/16 下午05时52分00秒,,,0.0,,,,
398,09/03/16 下午05时53分00秒,,,0.0,,,,
399,09/03/16 下午05时54分00秒,,,0.0,,,,
400,09/03/16 下午05时55分00秒,,,0.0,,,,
401,09/03/16 下午05时56分00秒,,,0.0,,,,
402,09/03/16 下午05时57分00秒,,,0.0,,,,
403,09/03/16 下午05时58分00秒,,,0.0,,,,
404,09/03/16 下午05时59分00秒,,,0.0,,,,
405,09/03/16 下午06时00分00秒,,,0.0,,,,
406,09/03/16 下午06时00分14秒,67.050,,,,,,
407,09/03/16 下午06时01分00秒,,,0.0,,,,
408,09/03/16 下午06时02分00秒,,,0.0,,,,
409,09/03/16 下午06时03分00秒,,,0.0,,,,
410,09/03/16 下午06时04分00秒,,,0.0,,,,
411,09/03/16 下午06时05分00秒,,,0.0,,,,
412,09/03/16 下午06时06分00秒,,,0.0,,,,
413,09/03/16 下午06时07分00秒,,,0.0,,,,
414,09/03/16 下午06时08分00秒,,,0.0,,,,
415,09/03/16 下午06时09分00秒,,,0.0,,,,
416,09/03/16 下午06时10分00秒,,,0.0,,,,
417,09/03/16 下午06时11分00秒,,,0.0,,,,
418,09/03/16 下午06时12分00秒,,,0.0,,,,
419,09/03/16 下午06时13分00秒,,,0.0,,,,
420,09/03/16 下午06时14分00秒,,,0.0,,,,
421,09/03/16 下午06时15分00秒,,,0.0,,,,
422,09/03/16 下午06时16分00秒,,,0.0,,,,
423,09/03/16 下午06时17分00秒,,,0.0,,,,
424,09/03/16 下午06时18分00秒,,,0.0,,,,
425,09/03/16 下午06时19分00秒,,,0.0,,,,
426,09/03/16 下午06时20分00秒,,,0.0,,,,
427,09/03/16 下午06时21分00秒,,,0.0,,,,
428,09/03/16 下午06时22分00秒,,,0.0,,,,
429,09/03/16 下午06时23分00秒,,,0.0,,,,
430,09/03/16 下午06时24分00秒,,,0.0,,,,
431,09/03/16 下午06时25分00秒,,,0.0,,,,
432,09/03/16 下午06时26分00秒,,,0.0,,,,
433,09/03/16 下午06时27分00秒,,,0.0,,,,
434,09/03/16 下午06时28分00秒,,,0.0,,,,
435,09/03/16 下午06时29分00秒,,,0.0,,,,
436,09/03/16 下午06时30分00秒,,,0.0,,,,
437,09/03/16 下午06时30分14秒,66.022,,,,,,
438,09/03/16 下午06时31分00秒,,,0.0,,,,
439,09/03/16 下午06时32分00秒,,,0.0,,,,
440,09/03/16 下午06时33分00秒,,,0.0,,,,
441,09/03/16 下午06时34分00秒,,,0.0,,,,
442,09/03/16 下午06时35分00秒,,,0.0,,,,
443,09/03/16 下午06时36分00秒,,,0.0,,,,
444,09/03/16 下午06时37分00秒,,,0.0,,,,
445,09/03/16 下午06时38分00秒,,,0.0,,,,
446,09/03/16 下午06时39分00秒,,,0.0,,,,
447,09/03/16 下午06时40分00秒,,,0.0,,,,
448,09/03/16 下午06时41分00秒,,,0.0,,,,
449,09/03/16 下午06时42分00秒,,,0.0,,,,
450,09/03/16 下午06时43分00秒,,,0.0,,,,
451,09/03/16 下午06时44分00秒,,,0.0,,,,
452,09/03/16 下午06时45分00秒,,,0.0,,,,
453,09/03/16 下午06时46分00秒,,,0.0,,,,
454,09/03/16 下午06时47分00秒,,,0.0,,,,
455,09/03/16 下午06时48分00秒,,,0.0,,,,
456,09/03/16 下午06时49分00秒,,,0.0,,,,
457,09/03/16 下午06时50分00秒,,,0.0,,,,
458,09/03/16 下午06时51分00秒,,,0.0,,,,
459,09/03/16 下午06时52分00秒,,,0.0,,,,
460,09/03/16 下午06时53分00秒,,,0.0,,,,
461,09/03/16 下午06时54分00秒,,,0.0,,,,
462,09/03/16 下午06时55分00秒,,,0.0,,,,
463,09/03/16 下午06时56分00秒,,,0.0,,,,
464,09/03/16 下午06时57分00秒,,,0.0,,,,
465,09/03/16 下午06时58分00秒,,,0.0,,,,
466,09/03/16 下午06时59分00秒,,,0.0,,,,
467,09/03/16 下午07时00分00秒,,,0.0,,,,
468,09/03/16 下午07时00分14秒,64.310,,,,,,
469,09/03/16 下午07时01分00秒,,,0.0,,,,
470,09/03/16 下午07时02分00秒,,,0.0,,,,
471,09/03/16 下午07时03分00秒,,,0.0,,,,
472,09/03/16 下午07时04分00秒,,,0.0,,,,
473,09/03/16 下午07时05分00秒,,,0.0,,,,
474,09/03/16 下午07时06分00秒,,,0.0,,,,
475,09/03/16 下午07时07分00秒,,,0.0,,,,
476,09/03/16 下午07时08分00秒,,,0.0,,,,
477,09/03/16 下午07时09分00秒,,,0.0,,,,
478,09/03/16 下午07时10分00秒,,,0.0,,,,
479,09/03/16 下午07时11分00秒,,,0.0,,,,
480,09/03/16 下午07时12分00秒,,,0.0,,,,
481,09/03/16 下午07时13分00秒,,,0.0,,,,
482,09/03/16 下午07时14分00秒,,,0.0,,,,
483,09/03/16 下午07时15分00秒,,,0.0,,,,
484,09/03/16 下午07时16分00秒,,,0.0,,,,
485,09/03/16 下午07时17分00秒,,,0.0,,,,
486,09/03/16 下午07时18分00秒,,,0.0,,,,
487,09/03/16 下午07时19分00秒,,,0.0,,,,
488,09/03/16 下午07时20分00秒,,,0.0,,,,
489,09/03/16 下午07时21分00秒,,,0.0,,,,
490,09/03/16 下午07时22分00秒,,,0.0,,,,
491,09/03/16 下午07时23分00秒,,,0.0,,,,
492,09/03/16 下午07时24分00秒,,,0.0,,,,
493,09/03/16 下午07时25分00秒,,,0.0,,,,
