Plot Title: 20#,,,,,,
#,"Date Time, GMT+08:00","Water Content, m?/m? (LBL: W20)","Water Content, m?/m? (LBL: W40)","Water Content, m?/m? (LBL: W60)","Water Content, m?/m? (LBL: W80)","Water Content, m?/m? (LBL: W100)"
97,04/25/14 下午01时00分02秒,0.1811,0.1608,0.1557,0.1318,0.1042
98,04/25/14 下午01时30分02秒,0.1804,0.1608,0.1557,0.1318,0.1042
99,04/25/14 下午02时00分02秒,0.1804,0.1608,0.1557,0.1318,0.1042
100,04/25/14 下午02时30分02秒,0.1804,0.1608,0.1557,0.1318,0.1034
101,04/25/14 下午03时00分02秒,0.1804,0.1608,0.1557,0.1318,0.1042
102,04/25/14 下午03时30分02秒,0.1804,0.1608,0.1557,0.1318,0.1034
103,04/25/14 下午04时00分02秒,0.1804,0.1608,0.1557,0.1325,0.1042
104,04/25/14 下午04时30分02秒,0.1804,0.1608,0.1557,0.1325,0.1034
105,04/25/14 下午05时00分02秒,0.1804,0.1608,0.1557,0.1325,0.1034
106,04/25/14 下午05时30分02秒,0.1804,0.1608,0.1557,0.1332,0.1034
107,04/25/14 下午06时00分02秒,0.1804,0.1615,0.1557,0.1339,0.1034
108,04/25/14 下午06时30分02秒,0.1804,0.1615,0.1557,0.1347,0.1034
109,04/25/14 下午07时00分02秒,0.1804,0.1615,0.1557,0.1354,0.1034
110,04/25/14 下午07时30分02秒,0.1804,0.1615,0.1557,0.1361,0.1034
111,04/25/14 下午08时00分02秒,0.1804,0.1608,0.1557,0.1368,0.1034
112,04/25/14 下午08时30分02秒,0.1797,0.1615,0.1557,0.1368,0.1034
113,04/25/14 下午09时00分02秒,0.1797,0.1615,0.155,0.1368,0.1034
114,04/25/14 下午09时30分02秒,0.1797,0.1615,0.1557,0.1383,0.1042
115,04/25/14 下午10时00分02秒,0.1804,0.1615,0.1557,0.1383,0.1042
116,04/25/14 下午10时30分02秒,0.1797,0.1615,0.1557,0.1383,0.1042
117,04/25/14 下午11时00分02秒,0.1804,0.1615,0.155,0.139,0.1042
118,04/25/14 下午11时30分02秒,0.1804,0.1615,0.1557,0.1397,0.1042
119,04/26/14 上午12时00分02秒,0.1797,0.1615,0.1557,0.1397,0.1042
120,04/26/14 上午12时30分02秒,0.1804,0.1615,0.1557,0.1397,0.1042
121,04/26/14 上午01时00分02秒,0.1797,0.1615,0.1557,0.1397,0.1049
122,04/26/14 上午01时30分02秒,0.1797,0.1615,0.1557,0.1397,0.1049
123,04/26/14 上午02时00分02秒,0.1804,0.1615,0.1557,0.1405,0.1056
124,04/26/14 上午02时30分02秒,0.1797,0.1615,0.1557,0.1405,0.1056
125,04/26/14 上午03时00分02秒,0.1797,0.1615,0.1557,0.1405,0.1056
126,04/26/14 上午03时30分02秒,0.1797,0.1615,0.1557,0.1405,0.1056
127,04/26/14 上午04时00分02秒,0.1804,0.1623,0.1557,0.1405,0.1056
128,04/26/14 上午04时30分02秒,0.1804,0.1615,0.1557,0.1405,0.1056
129,04/26/14 上午05时00分02秒,0.1804,0.1615,0.1557,0.1405,0.1056
130,04/26/14 上午05时30分02秒,0.1804,0.1623,0.1557,0.1405,0.1063
131,04/26/14 上午06时00分02秒,0.1804,0.1615,0.1557,0.1397,0.1063
132,04/26/14 上午06时30分02秒,0.1804,0.1615,0.1557,0.1405,0.1063
133,04/26/14 上午07时00分02秒,0.1804,0.1623,0.1557,0.1405,0.1071
134,04/26/14 上午07时30分02秒,0.1804,0.1615,0.1557,0.1397,0.1063
135,04/26/14 上午08时00分02秒,0.1804,0.1615,0.1557,0.1397,0.1063
136,04/26/14 上午08时30分02秒,0.1804,0.1615,0.1564,0.1397,0.1063
137,04/26/14 上午09时00分02秒,0.1804,0.1623,0.1557,0.1405,0.1071
138,04/26/14 上午09时30分02秒,0.1804,0.1623,0.1557,0.1397,0.1071
139,04/26/14 上午10时00分02秒,0.1804,0.1623,0.1557,0.1397,0.1071
140,04/26/14 上午10时30分02秒,0.1804,0.1615,0.1564,0.1397,0.1071
141,04/26/14 上午11时00分02秒,0.1804,0.1615,0.1564,0.1397,0.1071
142,04/26/14 上午11时30分02秒,0.1804,0.1623,0.1564,0.1397,0.1071
143,04/26/14 下午12时00分02秒,0.1804,0.1623,0.1564,0.1397,0.1071
144,04/26/14 下午12时30分02秒,0.1804,0.1623,0.1564,0.1397,0.1078
145,04/26/14 下午01时00分02秒,0.1804,0.1623,0.1564,0.1397,0.1078
146,04/26/14 下午01时30分02秒,0.1811,0.1623,0.1564,0.1397,0.1078
147,04/26/14 下午02时00分02秒,0.1811,0.1623,0.1572,0.1397,0.1078
148,04/26/14 下午02时30分02秒,0.1811,0.1623,0.1572,0.1397,0.1078
149,04/26/14 下午03时00分02秒,0.1811,0.1623,0.1564,0.1405,0.1085
150,04/26/14 下午03时30分02秒,0.1811,0.1623,0.1572,0.1397,0.1085
151,04/26/14 下午04时00分02秒,0.1811,0.1623,0.1564,0.1405,0.1085
152,04/26/14 下午04时30分02秒,0.1811,0.1623,0.1572,0.1405,0.1085
153,04/26/14 下午05时00分02秒,0.1811,0.1623,0.1564,0.1397,0.1085
154,04/26/14 下午05时30分02秒,0.1811,0.1623,0.1564,0.1397,0.1085
155,04/26/14 下午06时00分02秒,0.1811,0.1623,0.1564,0.1397,0.1085
156,04/26/14 下午06时30分02秒,0.1811,0.1623,0.1564,0.1397,0.1085
157,04/26/14 下午07时00分02秒,0.1811,0.1623,0.1564,0.1397,0.1085
158,04/26/14 下午07时30分02秒,0.1819,0.1623,0.1564,0.1397,0.1085
159,04/26/14 下午08时00分02秒,0.1819,0.1623,0.1564,0.1397,0.1085
160,04/26/14 下午08时30分02秒,0.1819,0.1623,0.1564,0.1397,0.1092
161,04/26/14 下午09时00分02秒,0.1819,0.1623,0.1564,0.1397,0.1092
162,04/26/14 下午09时30分02秒,0.1819,0.1623,0.1564,0.1397,0.1092
163,04/26/14 下午10时00分02秒,0.1826,0.1623,0.1564,0.1397,0.1092
164,04/26/14 下午10时30分02秒,0.1819,0.1623,0.1557,0.1397,0.1092
165,04/26/14 下午11时00分02秒,0.1819,0.1623,0.1557,0.1397,0.1092
166,04/26/14 下午11时30分02秒,0.1819,0.1623,0.1557,0.139,0.1085
167,04/27/14 上午12时00分02秒,0.1819,0.1623,0.1557,0.1397,0.1092
168,04/27/14 上午12时30分02秒,0.1826,0.1623,0.1557,0.139,0.1092
169,04/27/14 上午01时00分02秒,0.1826,0.1623,0.1564,0.139,0.1092
170,04/27/14 上午01时30分02秒,0.1826,0.1623,0.1564,0.139,0.1092
171,04/27/14 上午02时00分02秒,0.1826,0.1623,0.1564,0.139,0.1092
172,04/27/14 上午02时30分02秒,0.1826,0.1623,0.1564,0.1397,0.1092
173,04/27/14 上午03时00分02秒,0.1826,0.1623,0.1564,0.139,0.1092
174,04/27/14 上午03时30分02秒,0.1833,0.1623,0.1564,0.139,0.11
175,04/27/14 上午04时00分02秒,0.1833,0.1623,0.1564,0.139,0.11
176,04/27/14 上午04时30分02秒,0.1833,0.163,0.1557,0.139,0.11
177,04/27/14 上午05时00分02秒,0.1833,0.1623,0.1564,0.139,0.11
178,04/27/14 上午05时30分02秒,0.1833,0.163,0.1564,0.1383,0.11
179,04/27/14 上午06时00分02秒,0.1833,0.163,0.1564,0.139,0.11
180,04/27/14 上午06时30分02秒,0.1833,0.163,0.1564,0.1383,0.11
181,04/27/14 上午07时00分02秒,0.1833,0.163,0.1564,0.1383,0.11
182,04/27/14 上午07时30分02秒,0.1833,0.1623,0.1564,0.1383,0.1092
183,04/27/14 上午08时00分02秒,0.1833,0.163,0.1564,0.1383,0.1092
184,04/27/14 上午08时30分02秒,0.184,0.1623,0.1564,0.1383,0.1092
185,04/27/14 上午09时00分02秒,0.184,0.1623,0.1564,0.1383,0.1092
186,04/27/14 上午09时30分02秒,0.1833,0.1623,0.1572,0.1383,0.11
187,04/27/14 上午10时00分02秒,0.184,0.1623,0.1572,0.1383,0.1092
188,04/27/14 上午10时30分02秒,0.184,0.1623,0.1572,0.1383,0.1092
189,04/27/14 上午11时00分02秒,0.184,0.163,0.1572,0.1383,0.1092
190,04/27/14 上午11时30分02秒,0.184,0.1623,0.1564,0.1376,0.1092
191,04/27/14 下午12时00分02秒,0.184,0.1623,0.1572,0.1376,0.1085
192,04/27/14 下午12时30分02秒,0.184,0.163,0.1572,0.1383,0.1085
193,04/27/14 下午01时00分02秒,0.184,0.163,0.1572,0.1383,0.1092
194,04/27/14 下午01时30分02秒,0.184,0.163,0.1572,0.1383,0.1085
195,04/27/14 下午02时00分02秒,0.184,0.163,0.1572,0.1383,0.1092
196,04/27/14 下午02时30分02秒,0.184,0.163,0.1572,0.1383,0.1085
197,04/27/14 下午03时00分02秒,0.184,0.163,0.1572,0.1376,0.1085
198,04/27/14 下午03时30分02秒,0.184,0.163,0.1572,0.1383,0.1085
199,04/27/14 下午04时00分02秒,0.184,0.163,0.1572,0.1376,0.1092
200,04/27/14 下午04时30分02秒,0.184,0.163,0.1572,0.1376,0.1092
201,04/27/14 下午05时00分02秒,0.1848,0.163,0.1564,0.1376,0.1092
202,04/27/14 下午05时30分02秒,0.1848,0.163,0.1572,0.1376,0.1092
203,04/27/14 下午06时00分02秒,0.1848,0.163,0.1572,0.1376,0.1092
204,04/27/14 下午06时30分02秒,0.184,0.163,0.1572,0.1376,0.1092
205,04/27/14 下午07时00分02秒,0.1848,0.163,0.1572,0.1383,0.1092
206,04/27/14 下午07时30分02秒,0.1848,0.163,0.1572,0.1376,0.1092
207,04/27/14 下午08时00分02秒,0.184,0.163,0.1572,0.1376,0.1092
208,04/27/14 下午08时30分02秒,0.1848,0.163,0.1572,0.1383,0.1092
209,04/27/14 下午09时00分02秒,0.1848,0.163,0.1572,0.1376,0.1092
210,04/27/14 下午09时30分02秒,0.1848,0.163,0.1572,0.1383,0.1092
211,04/27/14 下午10时00分02秒,0.1848,0.163,0.1572,0.1376,0.1092
212,04/27/14 下午10时30分02秒,0.1848,0.163,0.1572,0.1383,0.1092
213,04/27/14 下午11时00分02秒,0.1848,0.163,0.1572,0.1376,0.1085
214,04/27/14 下午11时30分02秒,0.1848,0.163,0.1572,0.1383,0.1092
215,04/28/14 上午12时00分02秒,0.1848,0.163,0.1572,0.1383,0.1092
216,04/28/14 上午12时30分02秒,0.1848,0.163,0.1572,0.1376,0.1092
217,04/28/14 上午01时00分02秒,0.1855,0.163,0.1572,0.1376,0.1092
218,04/28/14 上午01时30分02秒,0.1848,0.163,0.1572,0.1376,0.1092
219,04/28/14 上午02时00分02秒,0.1855,0.163,0.1572,0.1376,0.1092
220,04/28/14 上午02时30分02秒,0.1855,0.163,0.1572,0.1376,0.1092
221,04/28/14 上午03时00分02秒,0.1855,0.163,0.1572,0.1376,0.1092
222,04/28/14 上午03时30分02秒,0.1855,0.163,0.1572,0.1376,0.1092
223,04/28/14 上午04时00分02秒,0.1848,0.1637,0.1572,0.1368,0.1092
224,04/28/14 上午04时30分02秒,0.1855,0.163,0.1572,0.1368,0.1092
225,04/28/14 上午05时00分02秒,0.1855,0.163,0.1572,0.1368,0.1092
226,04/28/14 上午05时30分02秒,0.1855,0.1637,0.1572,0.1368,0.1092
227,04/28/14 上午06时00分02秒,0.1855,0.1637,0.1572,0.1368,0.1092
228,04/28/14 上午06时30分02秒,0.1855,0.1637,0.1572,0.1368,0.1092
229,04/28/14 上午07时00分02秒,0.1855,0.1637,0.1572,0.1368,0.1092
230,04/28/14 上午07时30分02秒,0.1855,0.163,0.1572,0.1368,0.1092
231,04/28/14 上午08时00分02秒,0.1855,0.163,0.1572,0.1368,0.1092
232,04/28/14 上午08时30分02秒,0.1855,0.163,0.1579,0.1368,0.1092
233,04/28/14 上午09时00分02秒,0.1855,0.1637,0.1579,0.1368,0.1092
234,04/28/14 上午09时30分02秒,0.1855,0.163,0.1572,0.1361,0.1092
235,04/28/14 上午10时00分02秒,0.1855,0.1637,0.1579,0.1361,0.1092
236,04/28/14 上午10时30分02秒,0.1855,0.1637,0.1572,0.1361,0.1085
237,04/28/14 上午11时00分02秒,0.1855,0.163,0.1579,0.1361,0.1085
238,04/28/14 上午11时30分02秒,0.1855,0.1637,0.1579,0.1361,0.1085
239,04/28/14 下午12时00分02秒,0.1855,0.1637,0.1579,0.1361,0.1085
240,04/28/14 下午12时30分02秒,0.1855,0.1637,0.1579,0.1361,0.1085
241,04/28/14 下午01时00分02秒,0.1855,0.1637,0.1579,0.1361,0.1085
242,04/28/14 下午01时30分02秒,0.1855,0.1637,0.1579,0.1361,0.1085
243,04/28/14 下午02时00分02秒,0.1855,0.1637,0.1579,0.1361,0.1085
244,04/28/14 下午02时30分02秒,0.1855,0.1637,0.1586,0.1361,0.1085
245,04/28/14 下午03时00分02秒,0.1855,0.1637,0.1579,0.1354,0.1085
246,04/28/14 下午03时30分02秒,0.1855,0.1637,0.1586,0.1361,0.1085
247,04/28/14 下午04时00分02秒,0.1855,0.1637,0.1579,0.1361,0.1085
248,04/28/14 下午04时30分02秒,0.1855,0.1637,0.1586,0.1354,0.1085
249,04/28/14 下午05时00分02秒,0.1855,0.1637,0.1579,0.1354,0.1085
250,04/28/14 下午05时30分02秒,0.1855,0.1637,0.1579,0.1354,0.1078
251,04/28/14 下午06时00分02秒,0.1855,0.1637,0.1579,0.1361,0.1085
252,04/28/14 下午06时30分02秒,0.1855,0.1637,0.1586,0.1361,0.1085
253,04/28/14 下午07时00分02秒,0.1855,0.1637,0.1586,0.1361,0.1085
254,04/28/14 下午07时30分02秒,0.1855,0.1637,0.1586,0.1361,0.1085
255,04/28/14 下午08时00分02秒,0.1855,0.1637,0.1586,0.1361,0.1085
256,04/28/14 下午08时30分02秒,0.1855,0.1644,0.1586,0.1361,0.1085
257,04/28/14 下午09时00分02秒,0.1855,0.1637,0.1586,0.1354,0.1085
258,04/28/14 下午09时30分02秒,0.1855,0.1644,0.1586,0.1361,0.1085
259,04/28/14 下午10时00分02秒,0.1855,0.1637,0.1586,0.1361,0.1085
260,04/28/14 下午10时30分02秒,0.1855,0.1637,0.1586,0.1361,0.1085
261,04/28/14 下午11时00分02秒,0.1855,0.1644,0.1586,0.1361,0.1085
262,04/28/14 下午11时30分02秒,0.1855,0.1644,0.1586,0.1361,0.1085
263,04/29/14 上午12时00分02秒,0.1855,0.1644,0.1586,0.1361,0.1092
264,04/29/14 上午12时30分02秒,0.1855,0.1644,0.1586,0.1361,0.1092
265,04/29/14 上午01时00分02秒,0.1855,0.1637,0.1586,0.1361,0.1092
266,04/29/14 上午01时30分02秒,0.1855,0.1644,0.1586,0.1361,0.1092
267,04/29/14 上午02时00分02秒,0.1862,0.1637,0.1586,0.1354,0.1085
268,04/29/14 上午02时30分02秒,0.1862,0.1637,0.1586,0.1354,0.1092
269,04/29/14 上午03时00分02秒,0.1855,0.1644,0.1579,0.1354,0.1092
270,04/29/14 上午03时30分02秒,0.1855,0.1644,0.1579,0.1347,0.1085
271,04/29/14 上午04时00分02秒,0.1855,0.1644,0.1586,0.1354,0.1085
272,04/29/14 上午04时30分02秒,0.1862,0.1644,0.1586,0.1347,0.1085
273,04/29/14 上午05时00分02秒,0.1855,0.1652,0.1586,0.1347,0.1085
274,04/29/14 上午05时30分02秒,0.1855,0.1644,0.1586,0.1347,0.1085
275,04/29/14 上午06时00分02秒,0.1855,0.1644,0.1586,0.1347,0.1092
276,04/29/14 上午06时30分02秒,0.1855,0.1644,0.1586,0.1347,0.1092
277,04/29/14 上午07时00分02秒,0.1855,0.1644,0.1586,0.1347,0.1085
278,04/29/14 上午07时30分02秒,0.1862,0.1644,0.1586,0.1339,0.1092
279,04/29/14 上午08时00分02秒,0.1862,0.1644,0.1586,0.1339,0.1092
280,04/29/14 上午08时30分02秒,0.1862,0.1644,0.1594,0.1339,0.1092
281,04/29/14 上午09时00分02秒,0.1855,0.1644,0.1594,0.1347,0.1085
282,04/29/14 上午09时30分02秒,0.1855,0.1644,0.1594,0.1339,0.1085
283,04/29/14 上午10时00分02秒,0.1855,0.1644,0.1586,0.1339,0.1092
284,04/29/14 上午10时30分02秒,0.1855,0.1644,0.1594,0.1339,0.1085
285,04/29/14 上午11时00分02秒,0.1855,0.1644,0.1594,0.1339,0.1085
286,04/29/14 上午11时30分02秒,0.1862,0.1644,0.1594,0.1339,0.1085
287,04/29/14 下午12时00分02秒,0.1862,0.1644,0.1594,0.1339,0.1085
288,04/29/14 下午12时30分02秒,0.1855,0.1644,0.1594,0.1339,0.1085
289,04/29/14 下午01时00分02秒,0.1862,0.1644,0.1594,0.1339,0.1085
290,04/29/14 下午01时30分02秒,0.1855,0.1644,0.1594,0.1332,0.1085
291,04/29/14 下午02时00分02秒,0.1855,0.1652,0.1594,0.1339,0.1085
292,04/29/14 下午02时30分02秒,0.1855,0.1652,0.1594,0.1339,0.1085
293,04/29/14 下午03时00分02秒,0.1855,0.1652,0.1594,0.1339,0.1085
294,04/29/14 下午03时30分02秒,0.1855,0.1652,0.1594,0.1332,0.1085
295,04/29/14 下午04时00分02秒,0.1855,0.1652,0.1594,0.1339,0.1078
296,04/29/14 下午04时30分02秒,0.1855,0.1652,0.1594,0.1339,0.1078
297,04/29/14 下午05时00分02秒,0.1855,0.1652,0.1594,0.1339,0.1078
298,04/29/14 下午05时30分02秒,0.1855,0.1652,0.1594,0.1339,0.1078
299,04/29/14 下午06时00分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
300,04/29/14 下午06时30分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
301,04/29/14 下午07时00分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
302,04/29/14 下午07时30分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
303,04/29/14 下午08时00分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
304,04/29/14 下午08时30分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
305,04/29/14 下午09时00分02秒,0.1855,0.1652,0.1594,0.1339,0.1085
306,04/29/14 下午09时30分02秒,0.1855,0.1652,0.1601,0.1347,0.1085
307,04/29/14 下午10时00分02秒,0.1855,0.1659,0.1601,0.1339,0.1078
308,04/29/14 下午10时30分02秒,0.1855,0.1659,0.1601,0.1339,0.1078
309,04/29/14 下午11时00分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
310,04/29/14 下午11时30分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
311,04/30/14 上午12时00分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
312,04/30/14 上午12时30分02秒,0.1855,0.1652,0.1601,0.1339,0.1078
313,04/30/14 上午01时00分02秒,0.1855,0.1652,0.1601,0.1339,0.1085
314,04/30/14 上午01时30分02秒,0.1855,0.1659,0.1601,0.1339,0.1078
315,04/30/14 上午02时00分02秒,0.1862,0.1659,0.1594,0.1339,0.1085
316,04/30/14 上午02时30分02秒,0.1862,0.1659,0.1594,0.1339,0.1078
317,04/30/14 上午03时00分02秒,0.1855,0.1659,0.1594,0.1339,0.1085
318,04/30/14 上午03时30分02秒,0.1862,0.1659,0.1594,0.1339,0.1078
319,04/30/14 上午04时00分02秒,0.1855,0.1659,0.1594,0.1332,0.1085
320,04/30/14 上午04时30分02秒,0.1855,0.1659,0.1594,0.1332,0.1085
321,04/30/14 上午05时00分02秒,0.1855,0.1659,0.1601,0.1332,0.1085
322,04/30/14 上午05时30分02秒,0.1855,0.1659,0.1594,0.1332,0.1085
323,04/30/14 上午06时00分02秒,0.1855,0.1659,0.1594,0.1332,0.1085
