Plot Title: 16#,,,,,,
#,"Date Time, GMT+08:00","Water Content, m?/m? (LBL: W20)","Water Content, m?/m? (LBL: W40)","Water Content, m?/m? (LBL: W60)","Water Content, m?/m? (LBL: W80)","Water Content, m?/m? (LBL: W100)"
61,04/15/16 上午01时00分02秒,0.062,0.0402,0.0322,0.049,0.0272
62,04/15/16 上午01时30分02秒,0.062,0.0402,0.0315,0.049,0.0272
63,04/15/16 上午02时00分02秒,0.0613,0.0402,0.0322,0.0482,0.0272
64,04/15/16 上午02时30分02秒,0.062,0.0395,0.0315,0.049,0.0272
65,04/15/16 上午03时00分02秒,0.0613,0.0395,0.0315,0.049,0.0272
66,04/15/16 上午03时30分02秒,0.0613,0.0402,0.0322,0.0482,0.0272
67,04/15/16 上午04时00分02秒,0.0613,0.0402,0.0322,0.0482,0.0272
68,04/15/16 上午04时30分02秒,0.0613,0.041,0.0322,0.0482,0.0272
69,04/15/16 上午05时00分02秒,0.0606,0.041,0.0322,0.0482,0.0272
70,04/15/16 上午05时30分02秒,0.0606,0.041,0.0322,0.0482,0.0272
71,04/15/16 上午06时00分02秒,0.0606,0.041,0.0322,0.0482,0.0272
72,04/15/16 上午06时30分02秒,0.0598,0.041,0.0322,0.0482,0.0272
73,04/15/16 上午07时00分02秒,0.0598,0.041,0.0322,0.049,0.0272
74,04/15/16 上午07时30分02秒,0.0598,0.041,0.0322,0.0482,0.0272
75,04/15/16 上午08时00分02秒,0.0598,0.041,0.0322,0.049,0.0272
76,04/15/16 上午08时30分02秒,0.0598,0.041,0.0322,0.0482,0.0272
77,04/15/16 上午09时00分02秒,0.0591,0.041,0.0322,0.049,0.0272
78,04/15/16 上午09时30分02秒,0.0591,0.041,0.0322,0.049,0.0272
79,04/15/16 上午10时00分02秒,0.0591,0.041,0.0322,0.049,0.0272
80,04/15/16 上午10时30分02秒,0.0591,0.041,0.0322,0.049,0.0272
81,04/15/16 上午11时00分02秒,0.0584,0.041,0.0315,0.049,0.0272
82,04/15/16 上午11时30分02秒,0.0584,0.041,0.0315,0.049,0.0264
83,04/15/16 下午12时00分02秒,0.0584,0.0402,0.0315,0.049,0.0264
84,04/15/16 下午12时30分02秒,0.0584,0.0402,0.0315,0.0482,0.0264
85,04/15/16 下午01时00分02秒,0.0584,0.0402,0.0315,0.0482,0.0264
86,04/15/16 下午01时30分02秒,0.0584,0.0402,0.0315,0.0482,0.0264
87,04/15/16 下午02时00分02秒,0.0584,0.0402,0.0315,0.0482,0.0272
88,04/15/16 下午02时30分02秒,0.0584,0.0402,0.0315,0.049,0.0272
89,04/15/16 下午03时00分02秒,0.0584,0.0395,0.0315,0.049,0.0272
90,04/15/16 下午03时30分02秒,0.0591,0.0402,0.0315,0.049,0.0272
91,04/15/16 下午04时00分02秒,0.0591,0.0402,0.0315,0.049,0.0272
92,04/15/16 下午04时30分02秒,0.0591,0.0402,0.0315,0.049,0.0272
93,04/15/16 下午05时00分02秒,0.0584,0.0402,0.0315,0.049,0.0264
94,04/15/16 下午05时30分02秒,0.0591,0.041,0.0315,0.049,0.0272
95,04/15/16 下午06时00分02秒,0.0591,0.0402,0.0315,0.049,0.0272
96,04/15/16 下午06时30分02秒,0.0591,0.0402,0.0315,0.049,0.0264
97,04/15/16 下午07时00分02秒,0.0591,0.0402,0.0315,0.049,0.0272
98,04/15/16 下午07时30分02秒,0.0591,0.0402,0.0315,0.049,0.0272
99,04/15/16 下午08时00分02秒,0.0584,0.0402,0.0315,0.049,0.0264
100,04/15/16 下午08时30分02秒,0.0591,0.041,0.0315,0.049,0.0264
101,04/15/16 下午09时00分02秒,0.0591,0.0402,0.0315,0.049,0.0272
102,04/15/16 下午09时30分02秒,0.0584,0.0402,0.0315,0.049,0.0272
103,04/15/16 下午10时00分02秒,0.0584,0.0402,0.0315,0.049,0.0272
104,04/15/16 下午10时30分02秒,0.0584,0.0402,0.0315,0.049,0.0272
105,04/15/16 下午11时00分02秒,0.0584,0.0402,0.0315,0.049,0.0272
106,04/15/16 下午11时30分02秒,0.0584,0.041,0.0315,0.049,0.0272
107,04/16/16 上午12时00分02秒,0.0584,0.041,0.0315,0.049,0.0272
108,04/16/16 上午12时30分02秒,0.0577,0.0402,0.0315,0.049,0.0264
109,04/16/16 上午01时00分02秒,0.0577,0.0402,0.0315,0.049,0.0264
110,04/16/16 上午01时30分02秒,0.0577,0.0402,0.0315,0.049,0.0272
111,04/16/16 上午02时00分02秒,0.0577,0.0402,0.0315,0.049,0.0272
112,04/16/16 上午02时30分02秒,0.0577,0.041,0.0315,0.049,0.0264
113,04/16/16 上午03时00分02秒,0.0569,0.0402,0.0315,0.049,0.0264
114,04/16/16 上午03时30分02秒,0.0577,0.041,0.0315,0.049,0.0272
115,04/16/16 上午04时00分02秒,0.0577,0.041,0.0315,0.049,0.0264
116,04/16/16 上午04时30分02秒,0.0577,0.0402,0.0315,0.049,0.0272
117,04/16/16 上午05时00分02秒,0.0569,0.0402,0.0315,0.049,0.0272
118,04/16/16 上午05时30分02秒,0.0569,0.0402,0.0315,0.049,0.0272
119,04/16/16 上午06时00分02秒,0.0569,0.0402,0.0315,0.049,0.0272
120,04/16/16 上午06时30分02秒,0.0569,0.0402,0.0315,0.049,0.0272
121,04/16/16 上午07时00分02秒,0.0569,0.0402,0.0315,0.049,0.0272
122,04/16/16 上午07时30分02秒,0.0569,0.0402,0.0315,0.049,0.0272
123,04/16/16 上午08时00分02秒,0.0569,0.0402,0.0315,0.049,0.0272
124,04/16/16 上午08时30分02秒,0.0569,0.0395,0.0315,0.049,0.0272
125,04/16/16 上午09时00分02秒,0.0569,0.0402,0.0315,0.049,0.0272
126,04/16/16 上午09时30分02秒,0.0577,0.0402,0.0315,0.049,0.0272
127,04/16/16 上午10时00分02秒,0.0577,0.0395,0.0315,0.049,0.0272
128,04/16/16 上午10时30分02秒,0.0569,0.0395,0.0315,0.049,0.0272
129,04/16/16 上午11时00分02秒,0.0577,0.0395,0.0315,0.049,0.0272
130,04/16/16 上午11时30分02秒,0.0577,0.0395,0.0315,0.049,0.0272
131,04/16/16 下午12时00分02秒,0.0584,0.0402,0.0315,0.049,0.0272
132,04/16/16 下午12时30分02秒,0.0591,0.0402,0.0315,0.049,0.0272
133,04/16/16 下午01时00分02秒,0.0598,0.0395,0.0315,0.049,0.0272
134,04/16/16 下午01时30分02秒,0.0606,0.0395,0.0315,0.049,0.0272
135,04/16/16 下午02时00分02秒,0.0606,0.0395,0.0308,0.049,0.0279
136,04/16/16 下午02时30分02秒,0.0613,0.0395,0.0308,0.049,0.0272
137,04/16/16 下午03时00分02秒,0.062,0.0395,0.0308,0.049,0.0272
138,04/16/16 下午03时30分02秒,0.062,0.0402,0.0315,0.049,0.0272
139,04/16/16 下午04时00分02秒,0.062,0.0395,0.0315,0.049,0.0272
140,04/16/16 下午04时30分02秒,0.062,0.0395,0.0315,0.049,0.0272
141,04/16/16 下午05时00分02秒,0.062,0.0402,0.0315,0.049,0.0272
142,04/16/16 下午05时30分02秒,0.062,0.0402,0.0315,0.049,0.0272
143,04/16/16 下午06时00分02秒,0.062,0.0402,0.0315,0.049,0.0272
144,04/16/16 下午06时30分02秒,0.0628,0.0402,0.0308,0.049,0.0272
145,04/16/16 下午07时00分02秒,0.062,0.0395,0.0315,0.049,0.0272
146,04/16/16 下午07时30分02秒,0.062,0.0395,0.0315,0.049,0.0272
147,04/16/16 下午08时00分02秒,0.062,0.0402,0.0315,0.049,0.0272
148,04/16/16 下午08时30分02秒,0.062,0.0402,0.0315,0.049,0.0272
149,04/16/16 下午09时00分02秒,0.062,0.0402,0.0308,0.049,0.0272
150,04/16/16 下午09时30分02秒,0.0613,0.0402,0.0308,0.049,0.0264
151,04/16/16 下午10时00分02秒,0.0613,0.0402,0.0315,0.049,0.0272
152,04/16/16 下午10时30分02秒,0.0613,0.0402,0.0315,0.049,0.0264
153,04/16/16 下午11时00分02秒,0.0606,0.0402,0.0308,0.049,0.0272
154,04/16/16 下午11时30分02秒,0.0606,0.0402,0.0315,0.049,0.0264
155,04/17/16 上午12时00分02秒,0.0598,0.041,0.0315,0.049,0.0272
156,04/17/16 上午12时30分02秒,0.0598,0.0402,0.0315,0.049,0.0272
157,04/17/16 上午01时00分02秒,0.0598,0.041,0.0308,0.049,0.0272
158,04/17/16 上午01时30分02秒,0.0598,0.0402,0.0315,0.049,0.0272
159,04/17/16 上午02时00分02秒,0.0598,0.0402,0.0308,0.049,0.0264
160,04/17/16 上午02时30分02秒,0.0598,0.0402,0.0315,0.049,0.0272
161,04/17/16 上午03时00分02秒,0.0598,0.0402,0.0315,0.049,0.0272
162,04/17/16 上午03时30分02秒,0.0598,0.0402,0.0315,0.049,0.0272
163,04/17/16 上午04时00分02秒,0.0598,0.0402,0.0315,0.049,0.0272
164,04/17/16 上午04时30分02秒,0.0598,0.0402,0.0315,0.049,0.0272
165,04/17/16 上午05时00分02秒,0.0598,0.0402,0.0315,0.049,0.0272
166,04/17/16 上午05时30分02秒,0.0598,0.0402,0.0315,0.049,0.0272
167,04/17/16 上午06时00分02秒,0.0598,0.0402,0.0315,0.049,0.0272
168,04/17/16 上午06时30分02秒,0.0598,0.0395,0.0315,0.049,0.0264
169,04/17/16 上午07时00分02秒,0.0606,0.0402,0.0315,0.049,0.0264
170,04/17/16 上午07时30分02秒,0.0606,0.0402,0.0315,0.049,0.0264
171,04/17/16 上午08时00分02秒,0.0606,0.0402,0.0315,0.049,0.0272
172,04/17/16 上午08时30分02秒,0.0613,0.0402,0.0315,0.049,0.0272
173,04/17/16 上午09时00分02秒,0.0613,0.0402,0.0308,0.049,0.0264
174,04/17/16 上午09时30分02秒,0.0613,0.0402,0.0315,0.049,0.0272
175,04/17/16 上午10时00分02秒,0.062,0.0402,0.0308,0.049,0.0272
176,04/17/16 上午10时30分02秒,0.062,0.0395,0.0315,0.049,0.0272
177,04/17/16 上午11时00分02秒,0.0628,0.0395,0.0308,0.049,0.0272
178,04/17/16 上午11时30分02秒,0.0635,0.0395,0.0315,0.049,0.0272
179,04/17/16 下午12时00分02秒,0.0635,0.0402,0.0308,0.049,0.0272
180,04/17/16 下午12时30分02秒,0.0642,0.0395,0.0308,0.049,0.0279
181,04/17/16 下午01时00分02秒,0.0657,0.0395,0.0308,0.049,0.0279
182,04/17/16 下午01时30分02秒,0.0671,0.0395,0.0308,0.049,0.0272
183,04/17/16 下午02时00分02秒,0.0686,0.0395,0.0308,0.049,0.0272
184,04/17/16 下午02时30分02秒,0.07,0.0395,0.0308,0.049,0.0272
185,04/17/16 下午03时00分02秒,0.0715,0.0395,0.0308,0.049,0.0272
186,04/17/16 下午03时30分02秒,0.0722,0.0395,0.0308,0.049,0.0279
187,04/17/16 下午04时00分02秒,0.0729,0.0395,0.0308,0.049,0.0272
188,04/17/16 下午04时30分02秒,0.0736,0.0402,0.0308,0.049,0.0272
189,04/17/16 下午05时00分02秒,0.0744,0.0402,0.0308,0.049,0.0272
190,04/17/16 下午05时30分02秒,0.0751,0.0395,0.0315,0.049,0.0272
191,04/17/16 下午06时00分02秒,0.0751,0.0402,0.0308,0.049,0.0272
192,04/17/16 下午06时30分02秒,0.0758,0.0402,0.0308,0.049,0.0272
193,04/17/16 下午07时00分02秒,0.0751,0.0395,0.0315,0.049,0.0272
194,04/17/16 下午07时30分02秒,0.0758,0.0402,0.0315,0.049,0.0264
195,04/17/16 下午08时00分02秒,0.0751,0.041,0.0308,0.049,0.0272
196,04/17/16 下午08时30分02秒,0.0751,0.0402,0.0308,0.049,0.0264
197,04/17/16 下午09时00分02秒,0.0751,0.041,0.0308,0.049,0.0264
198,04/17/16 下午09时30分02秒,0.0751,0.041,0.0308,0.049,0.0272
199,04/17/16 下午10时00分02秒,0.0744,0.0402,0.0315,0.049,0.0264
200,04/17/16 下午10时30分02秒,0.0744,0.0402,0.0308,0.049,0.0264
201,04/17/16 下午11时00分02秒,0.0744,0.041,0.0315,0.049,0.0264
202,04/17/16 下午11时30分02秒,0.0744,0.041,0.0315,0.049,0.0264
203,04/18/16 上午12时00分02秒,0.0744,0.0402,0.0315,0.049,0.0264
204,04/18/16 上午12时30分02秒,0.0736,0.0402,0.0308,0.049,0.0272
205,04/18/16 上午01时00分02秒,0.0736,0.0402,0.0315,0.049,0.0272
206,04/18/16 上午01时30分02秒,0.0736,0.041,0.0315,0.049,0.0272
207,04/18/16 上午02时00分02秒,0.0736,0.0402,0.0315,0.049,0.0264
208,04/18/16 上午02时30分02秒,0.0729,0.0402,0.0315,0.049,0.0264
209,04/18/16 上午03时00分02秒,0.0729,0.0402,0.0315,0.049,0.0264
210,04/18/16 上午03时30分02秒,0.0736,0.0402,0.0315,0.049,0.0264
211,04/18/16 上午04时00分02秒,0.0729,0.0402,0.0315,0.049,0.0272
212,04/18/16 上午04时30分02秒,0.0729,0.041,0.0315,0.049,0.0272
213,04/18/16 上午05时00分02秒,0.0729,0.041,0.0315,0.049,0.0264
214,04/18/16 上午05时30分02秒,0.0729,0.0402,0.0315,0.049,0.0264
215,04/18/16 上午06时00分02秒,0.0729,0.0402,0.0315,0.049,0.0264
216,04/18/16 上午06时30分02秒,0.0729,0.041,0.0315,0.049,0.0272
217,04/18/16 上午07时00分02秒,0.0729,0.0402,0.0315,0.049,0.0264
218,04/18/16 上午07时30分02秒,0.0729,0.0402,0.0315,0.049,0.0272
219,04/18/16 上午08时00分02秒,0.0729,0.0402,0.0315,0.049,0.0264
220,04/18/16 上午08时30分02秒,0.0729,0.0402,0.0308,0.049,0.0264
221,04/18/16 上午09时00分02秒,0.0729,0.0402,0.0308,0.049,0.0264
222,04/18/16 上午09时30分02秒,0.0722,0.0402,0.0308,0.049,0.0272
223,04/18/16 上午10时00分02秒,0.0729,0.0395,0.0308,0.049,0.0272
224,04/18/16 上午10时30分02秒,0.0729,0.0402,0.0315,0.049,0.0272
225,04/18/16 上午11时00分02秒,0.0729,0.0402,0.0308,0.049,0.0279
226,04/18/16 上午11时30分02秒,0.0736,0.0402,0.0315,0.049,0.0272
227,04/18/16 下午12时00分02秒,0.0744,0.0402,0.0308,0.049,0.0272
228,04/18/16 下午12时30分02秒,0.0751,0.0395,0.0308,0.049,0.0272
229,04/18/16 下午01时00分02秒,0.0751,0.0395,0.0308,0.049,0.0272
230,04/18/16 下午01时30分02秒,0.0773,0.0402,0.0308,0.049,0.0272
231,04/18/16 下午02时00分02秒,0.0787,0.0402,0.0308,0.049,0.0272
232,04/18/16 下午02时30分02秒,0.0802,0.0402,0.0308,0.049,0.0272
233,04/18/16 下午03时00分02秒,0.0816,0.0402,0.0308,0.049,0.0272
234,04/18/16 下午03时30分02秒,0.0824,0.0402,0.0308,0.049,0.0272
235,04/18/16 下午04时00分02秒,0.0831,0.0402,0.0308,0.049,0.0272
236,04/18/16 下午04时30分02秒,0.0838,0.0402,0.0308,0.049,0.0272
237,04/18/16 下午05时00分02秒,0.0845,0.0395,0.0308,0.049,0.0264
238,04/18/16 下午05时30分02秒,0.0845,0.0402,0.0308,0.049,0.0272
239,04/18/16 下午06时00分02秒,0.0853,0.0402,0.0308,0.049,0.0272
240,04/18/16 下午06时30分02秒,0.0853,0.041,0.0308,0.049,0.0272
241,04/18/16 下午07时00分02秒,0.0845,0.041,0.0308,0.049,0.0272
242,04/18/16 下午07时30分02秒,0.0845,0.041,0.0308,0.049,0.0272
243,04/18/16 下午08时00分02秒,0.0845,0.041,0.0308,0.049,0.0272
244,04/18/16 下午08时30分02秒,0.0838,0.041,0.0315,0.049,0.0264
245,04/18/16 下午09时00分02秒,0.0838,0.0417,0.0308,0.049,0.0272
246,04/18/16 下午09时30分02秒,0.0831,0.0417,0.0315,0.049,0.0264
247,04/18/16 下午10时00分02秒,0.0824,0.041,0.0315,0.049,0.0264
248,04/18/16 下午10时30分02秒,0.0816,0.041,0.0315,0.049,0.0272
249,04/18/16 下午11时00分02秒,0.0816,0.041,0.0315,0.049,0.0264
250,04/18/16 下午11时30分02秒,0.0809,0.041,0.0315,0.049,0.0264
251,04/19/16 上午12时00分02秒,0.0809,0.0424,0.0315,0.049,0.0264
252,04/19/16 上午12时30分02秒,0.0802,0.0417,0.0315,0.049,0.0264
253,04/19/16 上午01时00分02秒,0.0802,0.0424,0.0315,0.049,0.0264
254,04/19/16 上午01时30分02秒,0.0802,0.0417,0.0315,0.049,0.0264
255,04/19/16 上午02时00分02秒,0.0795,0.0417,0.0315,0.049,0.0264
256,04/19/16 上午02时30分02秒,0.0795,0.0417,0.0315,0.049,0.0264
257,04/19/16 上午03时00分02秒,0.0795,0.0417,0.0315,0.049,0.0264
258,04/19/16 上午03时30分02秒,0.0795,0.0424,0.0315,0.049,0.0264
259,04/19/16 上午04时00分02秒,0.0787,0.0417,0.0315,0.049,0.0264
260,04/19/16 上午04时30分02秒,0.0787,0.0417,0.0315,0.049,0.0264
261,04/19/16 上午05时00分02秒,0.0787,0.0417,0.0322,0.049,0.0264
262,04/19/16 上午05时30分02秒,0.0787,0.0424,0.0315,0.049,0.0264
263,04/19/16 上午06时00分02秒,0.078,0.0417,0.0315,0.049,0.0264
264,04/19/16 上午06时30分02秒,0.078,0.0424,0.0315,0.049,0.0264
265,04/19/16 上午07时00分02秒,0.078,0.0417,0.0315,0.049,0.0264
266,04/19/16 上午07时30分02秒,0.0773,0.0424,0.0315,0.049,0.0264
267,04/19/16 上午08时00分02秒,0.0773,0.0417,0.0322,0.049,0.0264
268,04/19/16 上午08时30分02秒,0.0773,0.0417,0.0315,0.049,0.0264
269,04/19/16 上午09时00分02秒,0.0766,0.0417,0.0322,0.049,0.0264
270,04/19/16 上午09时30分02秒,0.0766,0.0417,0.0322,0.049,0.0264
271,04/19/16 上午10时00分02秒,0.0773,0.0417,0.0322,0.049,0.0272
272,04/19/16 上午10时30分02秒,0.0773,0.0417,0.0315,0.049,0.0272
273,04/19/16 上午11时00分02秒,0.078,0.0417,0.0322,0.049,0.0272
274,04/19/16 上午11时30分02秒,0.078,0.041,0.0322,0.049,0.0272
275,04/19/16 下午12时00分02秒,0.078,0.041,0.0322,0.049,0.0272
276,04/19/16 下午12时30分02秒,0.0787,0.041,0.0322,0.049,0.0272
277,04/19/16 下午01时00分02秒,0.0795,0.041,0.0322,0.049,0.0272
278,04/19/16 下午01时30分02秒,0.0802,0.041,0.0322,0.049,0.0272
279,04/19/16 下午02时00分02秒,0.0809,0.041,0.0315,0.049,0.0264
280,04/19/16 下午02时30分02秒,0.0816,0.041,0.0315,0.049,0.0264
281,04/19/16 下午03时00分02秒,0.0824,0.041,0.0315,0.049,0.0272
282,04/19/16 下午03时30分02秒,0.0831,0.041,0.0322,0.049,0.0272
283,04/19/16 下午04时00分02秒,0.0838,0.041,0.0322,0.049,0.0272
284,04/19/16 下午04时30分02秒,0.0838,0.0417,0.0315,0.049,0.0272
285,04/19/16 下午05时00分02秒,0.0838,0.0417,0.0315,0.049,0.0272
286,04/19/16 下午05时30分02秒,0.0838,0.0417,0.0322,0.049,0.0272
287,04/19/16 下午06时00分02秒,0.0831,0.0417,0.0322,0.049,0.0272
288,04/19/16 下午06时30分02秒,0.0831,0.0417,0.0322,0.049,0.0272
289,04/19/16 下午07时00分02秒,0.0831,0.0417,0.0322,0.0497,0.0272
290,04/19/16 下午07时30分02秒,0.0824,0.0424,0.0322,0.049,0.0272
291,04/19/16 下午08时00分02秒,0.0816,0.0424,0.0322,0.049,0.0272
292,04/19/16 下午08时30分02秒,0.0816,0.0424,0.0322,0.049,0.0272
293,04/19/16 下午09时00分02秒,0.0809,0.0424,0.0322,0.049,0.0264
294,04/19/16 下午09时30分02秒,0.0809,0.0424,0.0322,0.049,0.0272
295,04/19/16 下午10时00分02秒,0.0802,0.0417,0.0322,0.049,0.0264
296,04/19/16 下午10时30分02秒,0.0802,0.0424,0.0322,0.049,0.0272
297,04/19/16 下午11时00分02秒,0.0795,0.0424,0.0322,0.049,0.0264
298,04/19/16 下午11时30分02秒,0.0795,0.0431,0.0322,0.049,0.0264
299,04/20/16 上午12时00分02秒,0.0787,0.0431,0.0322,0.049,0.0264
300,04/20/16 上午12时30分02秒,0.0787,0.0431,0.0322,0.0497,0.0264
301,04/20/16 上午01时00分02秒,0.0787,0.0431,0.0322,0.0497,0.0264
302,04/20/16 上午01时30分02秒,0.0787,0.0431,0.0322,0.049,0.0264
303,04/20/16 上午02时00分02秒,0.078,0.0431,0.0322,0.049,0.0264
304,04/20/16 上午02时30分02秒,0.078,0.0424,0.0322,0.049,0.0264
305,04/20/16 上午03时00分02秒,0.0773,0.0424,0.0322,0.049,0.0264
306,04/20/16 上午03时30分02秒,0.0773,0.0431,0.0322,0.049,0.0264
307,04/20/16 上午04时00分02秒,0.0773,0.0431,0.0322,0.049,0.0264
308,04/20/16 上午04时30分02秒,0.0773,0.0424,0.0322,0.049,0.0264
309,04/20/16 上午05时00分02秒,0.0766,0.0424,0.0322,0.0497,0.0264
310,04/20/16 上午05时30分02秒,0.0766,0.0424,0.0322,0.0497,0.0264
311,04/20/16 上午06时00分02秒,0.0766,0.0431,0.0322,0.0497,0.0264
312,04/20/16 上午06时30分02秒,0.0766,0.0424,0.0322,0.0497,0.0264
313,04/20/16 上午07时00分02秒,0.0758,0.0424,0.0322,0.0497,0.0264
314,04/20/16 上午07时30分02秒,0.0758,0.0424,0.0322,0.049,0.0264
315,04/20/16 上午08时00分02秒,0.0758,0.0424,0.0322,0.049,0.0264
316,04/20/16 上午08时30分02秒,0.0751,0.0431,0.033,0.0497,0.0264
317,04/20/16 上午09时00分02秒,0.0751,0.0417,0.033,0.0497,0.0264
318,04/20/16 上午09时30分02秒,0.0751,0.0424,0.0322,0.0497,0.0272
319,04/20/16 上午10时00分02秒,0.0751,0.0417,0.033,0.049,0.0272
320,04/20/16 上午10时30分02秒,0.0758,0.0417,0.0322,0.0497,0.0272
321,04/20/16 上午11时00分02秒,0.0758,0.0417,0.0322,0.049,0.0272
322,04/20/16 上午11时30分02秒,0.0758,0.0417,0.0322,0.0497,0.0264
323,04/20/16 下午12时00分02秒,0.0766,0.0417,0.0322,0.049,0.0272
324,04/20/16 下午12时30分02秒,0.0773,0.0417,0.0322,0.0497,0.0272
325,04/20/16 下午01时00分02秒,0.078,0.0417,0.0322,0.0497,0.0272
326,04/20/16 下午01时30分02秒,0.0795,0.0417,0.0322,0.0497,0.0272
327,04/20/16 下午02时00分02秒,0.0809,0.0417,0.0322,0.0497,0.0272
